make,model,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,injury_severity,aircraft_damage,broad_phase_of_flight,weather_condition,number_of_engines,engine_type,aircraft_category
Bell,206B,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Turbo Shaft,Helicopter
Cessna,170,0.0,0.0,0.0,4.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-22-135,1.0,1.0,0.0,0.0,Fatal(1),Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Bell,47G-3B-1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Helicopter
Bell,47D1,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Helicopter
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,IMC,1.0,Reciprocating,Airplane
Stinson,108,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Go-around,VMC,1.0,Reciprocating,Airplane
Pitts,S1S,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150L,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Cruise,UNK,1.0,Reciprocating,Airplane
Stinson,108,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Unknown,IMC,1.0,Reciprocating,Airplane
Boeing,727-223,0.0,0.0,0.0,23.0,Incident,Minor,Landing,IMC,3.0,Turbo Fan,Airplane
Scorpion,133,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Beagle Aircraft,206,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Bellanca,7ECA,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Aerosport,CHAMP,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-22,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,180,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Bell,206B,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Cruise,VMC,1.0,Turbo Shaft,Helicopter
Beech,95-B55,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Takeoff,IMC,2.0,Reciprocating,Airplane
Cessna,150M,0.0,1.0,1.0,0.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Robinson,R-22,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Helicopter
Bellanca,17-30A,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,T210M,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,172RG,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Beech,35,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,172K,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,150L,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,182Q,5.0,0.0,0.0,0.0,Fatal(5),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA28-18,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Descent,VMC,1.0,Reciprocating,Airplane
Cessna,150L,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,150J,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,2.0,0.0,0.0,0.0,Fatal(2),Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-14,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Maule,M-5-220C,0.0,0.0,2.0,0.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Takeoff,IMC,1.0,Reciprocating,Airplane
Cessna,172H,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Rockwell International,700,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,IMC,2.0,Reciprocating,Airplane
Continental,305,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,210,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-32R-300,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,23,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Aeronca,11CC,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Cessna,172P,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Boeing,707-323C,0.0,0.0,0.0,116.0,Non-Fatal,Substantial,Takeoff,VMC,4.0,Turbo Fan,Airplane
Piper,PA-34,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,2.0,Reciprocating,Airplane
Cessna,172N,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,172N,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,152,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,T210L,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Piper,PA-28R,2.0,1.0,0.0,0.0,Fatal(2),Destroyed,Takeoff,IMC,1.0,Reciprocating,Airplane
Cessna,172M,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Climb,UNK,1.0,Reciprocating,Airplane
Cessna,172J,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Go-around,VMC,1.0,Reciprocating,Airplane
Piper,PA-24-250,0.0,1.0,1.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,150M,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Mooney,M20B,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Climb,VMC,1.0,Reciprocating,Airplane
Beech,C23,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,IMC,1.0,Reciprocating,Airplane
Cessna,150H,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Standing,VMC,1.0,Reciprocating,Airplane
Cessna,P210,2.0,1.0,0.0,0.0,Fatal(2),Destroyed,Approach,IMC,1.0,Reciprocating,Airplane
Piper,PA-38-112,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-18-150,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Fokker,F-27-100,0.0,0.0,0.0,20.0,Non-Fatal,Substantial,Taxi,VMC,2.0,Turbo Prop,Airplane
Piper,PA-32-260,3.0,2.0,0.0,0.0,Fatal(3),Destroyed,Go-around,IMC,1.0,Reciprocating,Airplane
Cessna,177,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Approach,IMC,1.0,Reciprocating,Airplane
Stinson,108-2,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,310R,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,IMC,2.0,Reciprocating,Airplane
Cessna,T188C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-32-300,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Mooney,M20F,0.0,0.0,1.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,150L,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-34-200T,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,340A,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,185,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,401,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Go-around,IMC,2.0,Reciprocating,Airplane
Mooney,M22,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,C23,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Cgs Aviation,HAWK,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Piper,32RT-300T,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,340,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Approach,IMC,2.0,Reciprocating,Airplane
Cessna,195B,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,182G,0.0,3.0,0.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Varieze,RUATAN,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Unknown
Piper,PA-23-250,0.0,0.0,0.0,4.0,Incident,Minor,Landing,VMC,2.0,Reciprocating,Airplane
Boeing,737-201,0.0,0.0,0.0,5.0,Incident,Minor,Approach,VMC,2.0,Turbo Fan,Airplane
Piper,PA-28-140,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,182F,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,A150,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Bellanca,8KCAB,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Boeing,727-225,0.0,0.0,0.0,21.0,Incident,Minor,Takeoff,VMC,3.0,Turbo Fan,Airplane
Cessna,172N,0.0,3.0,0.0,0.0,Non-Fatal,Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Beech,A36,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Climb,VMC,1.0,Reciprocating,Airplane
Cessna,150L,0.0,0.0,0.0,2.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,210L,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172P,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,58,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Enstrom,F-28A,0.0,0.0,1.0,2.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Aeronca,11AC,0.0,0.0,0.0,2.0,Incident,Minor,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Bell,206B,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,IMC,1.0,Turbo Shaft,Helicopter
Swearingen,SA-227AC,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Descent,IMC,2.0,Turbo Prop,Airplane
Gulfstream American,G-159,0.0,0.0,0.0,3.0,Incident,Minor,Takeoff,VMC,2.0,Turbo Prop,Airplane
Swearingen,SA226-T,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,VMC,2.0,Turbo Prop,Airplane
Swearingen,SA-226TC,0.0,0.0,0.0,6.0,Non-Fatal,Substantial,Landing,VMC,2.0,Turbo Prop,Airplane
Piper,PA-601P,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,195B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Bell,TH-13T,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Cessna,172M,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Climb,VMC,1.0,Reciprocating,Airplane
Cessna,T210,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,IMC,1.0,Reciprocating,Airplane
Pitts,SPECIAL 51C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
De Havilland,DHC-2,8.0,0.0,0.0,0.0,Fatal(8),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,551,0.0,0.0,0.0,1.0,Incident,Minor,Climb,IMC,2.0,Turbo Jet,Airplane
Cessna,140,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Pitts,S1C,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Grumman,G-164B,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,182B,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,IMC,1.0,Reciprocating,Airplane
Beech,A-36,0.0,0.0,1.0,2.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,T182RG,1.0,1.0,0.0,0.0,Fatal(1),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Gates Lear Jet,35A,0.0,0.0,0.0,3.0,Incident,Minor,Cruise,VMC,2.0,Turbo Fan,Airplane
Cessna,175,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-181,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Taylorcraft,L-2,0.0,1.0,1.0,0.0,Non-Fatal,Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,172A,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,150L,0.0,0.0,2.0,0.0,Non-Fatal,Destroyed,Takeoff,IMC,1.0,Reciprocating,Airplane
Cessna,421B,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Go-around,IMC,2.0,Reciprocating,Airplane
Cessna,T303,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Reciprocating,Airplane
Cessna,182Q,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-24-180,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Colonial,C-1,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Robinson,R-22,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Maneuvering,VMC,1.0,Reciprocating,Helicopter
Grumman American,AA-1B,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Cessna,177B,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Cruise,IMC,1.0,Reciprocating,Airplane
Rand,KR-2,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Frank Turben,AERO SPORT SCAMP,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,206,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Approach,IMC,1.0,Reciprocating,Airplane
Hollman,CONDOR,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,C24R,0.0,0.0,3.0,0.0,Non-Fatal,Substantial,Go-around,IMC,1.0,Reciprocating,Airplane
Cessna,140,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Luscombe,8A,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Beech,B200,0.0,0.0,0.0,4.0,Incident,Minor,Landing,VMC,2.0,Turbo Prop,Airplane
Beech,100,0.0,0.0,0.0,10.0,Incident,Minor,Cruise,VMC,2.0,Turbo Prop,Airplane
Cessna,172L,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Taxi,VMC,1.0,Reciprocating,Airplane
Piper,PA-23-250,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Cessna,182,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-34-200T,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,IMC,2.0,Reciprocating,Airplane
Beech,K35,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,185A,0.0,0.0,0.0,3.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,170B,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Mitsubishi,MU-2,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,2.0,Turbo Prop,Airplane
Cessna,T210,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,IMC,1.0,Reciprocating,Airplane
Hughes,369HS,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Turbo Shaft,Helicopter
Cessna,T210M,0.0,0.0,1.0,0.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-140,0.0,0.0,1.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Mitsubishi,MU-2B-20,0.0,0.0,1.0,4.0,Non-Fatal,Substantial,Maneuvering,VMC,2.0,Turbo Prop,Airplane
Mitsubishi,MU-2B,0.0,2.0,3.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Turbo Prop,Airplane
Cessna,340,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,VMC,2.0,Reciprocating,Airplane
S.n.i.a.s.,AS350D,0.0,1.0,1.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Turbo Shaft,Helicopter
Beech,A36,4.0,0.0,0.0,0.0,Fatal(4),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Boeing,A75N1,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-32R-300,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
Enstrom,280C,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Cruise,VMC,1.0,Reciprocating,Helicopter
Piper,PA-32R-301,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,TR182,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Piper,PA-28R-200,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,172,0.0,0.0,0.0,3.0,Non-Fatal,Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Burke-parker,QUICKIE,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Bell,214B,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Unknown,VMC,1.0,Turbo Shaft,Helicopter
Piper,PA-28-140,0.0,1.0,1.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Norman Negus,KR-2,0.0,2.0,0.0,0.0,Non-Fatal,Destroyed,Go-around,VMC,1.0,Reciprocating,Airplane
Cessna,182N,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Bellanca,7GCBC,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Beech,G35,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Other,VMC,1.0,Reciprocating,Airplane
Grumman American,AA-1B,1.0,0.0,0.0,0.0,Fatal(1),Substantial,Maneuvering,VMC,1.0,Reciprocating,Airplane
De Havilland,DHC-2,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Piper,PA-28-161,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,182L,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-23-250,0.0,0.0,1.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,2.0,Reciprocating,Airplane
Piper,PA-32RT,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Piper,PA-23,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA-28-161,0.0,0.0,0.0,4.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,T210L,0.0,0.0,2.0,0.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,421C,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Beech,56TC,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,IMC,2.0,Reciprocating,Airplane
Swearingen,SA-227AC,0.0,0.0,0.0,5.0,Non-Fatal,Substantial,Takeoff,VMC,2.0,Turbo Prop,Airplane
Piper,PA-34-200,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA31-350,0.0,0.0,0.0,2.0,Incident,Minor,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA-24-250,0.0,0.0,0.0,1.0,Incident,Minor,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Landing,VMC,1.0,Reciprocating,Airplane
Beech,E33,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,140,0.0,1.0,0.0,0.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Piper,PA-18-150,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Swearingen,SA-226TC,0.0,0.0,0.0,11.0,Incident,Minor,Takeoff,IMC,2.0,Turbo Prop,Airplane
Cessna,172N,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Unknown,VMC,1.0,Reciprocating,Airplane
Piper,PA-20,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,150,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Cruise,VMC,1.0,Reciprocating,Airplane
Cessna,TR182,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Quickie,2,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Landing,VMC,1.0,Reciprocating,Airplane
Cessna,R182,1.0,0.0,0.0,0.0,Fatal(1),Destroyed,Maneuvering,IMC,1.0,Reciprocating,Airplane
Bell,206B,3.0,0.0,0.0,0.0,Fatal(3),Destroyed,Cruise,IMC,1.0,Turbo Shaft,Helicopter
Cessna,TU206F,0.0,0.0,0.0,2.0,Non-Fatal,Substantial,Approach,VMC,1.0,Reciprocating,Airplane
Cessna,152,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,421B,0.0,0.0,0.0,6.0,Non-Fatal,Substantial,Landing,VMC,2.0,Reciprocating,Airplane
Piper,PA-31-350,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Approach,IMC,2.0,Reciprocating,Airplane
Piper,PA-28R-200,0.0,0.0,3.0,0.0,Non-Fatal,Destroyed,Maneuvering,IMC,1.0,Reciprocating,Airplane
Grumman,AA1B,2.0,0.0,0.0,0.0,Fatal(2),Destroyed,Maneuvering,VMC,1.0,Reciprocating,Airplane
Cessna,182,0.0,0.0,0.0,3.0,Non-Fatal,Substantial,Takeoff,VMC,1.0,Reciprocating,Airplane
Mooney,M20A,0.0,1.0,0.0,0.0,Non-Fatal,Destroyed,Takeoff,VMC,1.0,Reciprocating,Airplane
Cessna,T337G,0.0,0.0,0.0,1.0,Non-Fatal,Substantial,Taxi,VMC,2.0,Reciprocating,Airplane
Cessna,177,0.0,1.0,0.0,3.0,Non-Fatal,Substantial,Cruise,IMC,1.0,Reciprocating,Airplane
